ID,League,Date,Time,Matchup_EU_P,Home_Team,Visitor_Team,Home_Odd,Draw_Odd,Visitor_Odd,Bookies_choice,Sibyl,Confidence,Divergence_Y/N,Home_Team_PTS,Visi_Team_PTS,True_Result,Winner_Odd
313,laliga,2016-10-02,15:15,Real Madrid vs Eibar,Real Madrid,Eibar,1.1,11.06,24.33,Real Madrid,Real Madrid,0.614,N,1,1,Draw,11.06
314,ligue-1,2016-10-02,16:00,Nice vs Lorient,Nice,Lorient,1.69,3.76,5.38,Nice,Nice,0.658,N,2,1,Nice,1.69
315,premier-league,2016-10-02,16:30,Burnley vs Arsenal,Burnley,Arsenal,9.53,5.28,1.35,Arsenal,Arsenal,0.499,N,0,1,Arsenal,1.35
316,serie-a,2016-10-02,17:00,Torino vs Fiorentina,Torino,Fiorentina,2.43,3.24,3.13,Torino,Torino,0.468,N,2,1,Torino,2.43
317,serie-a,2016-10-02,17:00,AC Milan vs Sassuolo,AC Milan,Sassuolo,1.63,3.9,5.84,AC Milan,AC Milan,0.624,N,4,3,AC Milan,1.63
318,laliga,2016-10-02,17:30,Espanyol vs Villarreal,Espanyol,Villarreal,3.1,3.11,2.54,Villarreal,Villarreal,0.401,N,0,0,Draw,3.11
319,laliga,2016-10-02,17:30,Malaga vs Athletic Bilbao,Malaga,Athletic Bilbao,2.62,3.1,2.98,Malaga,Malaga,0.426,N,2,1,Malaga,2.62
320,laliga,2016-10-02,19:45,Celta Vigo vs FC Barcelona,Celta Vigo,FC Barcelona,7.57,4.85,1.43,FC Barcelona,FC Barcelona,0.467,N,4,3,Celta Vigo,7.57
321,serie-a,2016-10-02,19:45,AS Roma vs Inter Milan,AS Roma,Inter Milan,1.93,3.66,4.01,AS Roma,AS Roma,0.57,N,2,1,AS Roma,1.93
322,ligue-1,2016-10-02,19:45,Lyon vs Saint-Etienne,Lyon,Saint-Etienne,1.85,3.52,4.63,Lyon,Lyon,0.49,N,2,0,Lyon,1.85
323,serie-a,2016-10-15,14:00,Napoli vs AS Roma,Napoli,AS Roma,1.89,3.66,4.27,Napoli,Napoli,0.439,N,1,3,AS Roma,4.27
324,serie-a,2016-10-15,17:00,Pescara vs Sampdoria,Pescara,Sampdoria,2.49,3.31,2.97,Pescara,Sampdoria,0.479,Y,1,1,Draw,3.31
325,serie-a,2016-10-15,19:45,Juventus vs Udinese,Juventus,Udinese,1.2,6.85,16.36,Juventus,Juventus,0.631,N,2,1,Juventus,1.2
326,serie-a,2016-10-16,11:30,Fiorentina vs Atalanta,Fiorentina,Atalanta,1.69,3.74,5.48,Fiorentina,Fiorentina,0.444,N,0,0,Draw,3.74
327,serie-a,2016-10-16,14:00,Lazio Roma vs Bologna,Lazio Roma,Bologna,1.48,4.3,7.66,Lazio Roma,Lazio Roma,0.582,N,1,1,Draw,4.3
328,serie-a,2016-10-16,14:00,Inter Milan vs Cagliari,Inter Milan,Cagliari,1.35,5.14,9.49,Inter Milan,Inter Milan,0.508,N,1,2,Cagliari,9.49
329,serie-a,2016-10-16,14:00,Genoa vs Empoli,Genoa,Empoli,1.81,3.5,4.95,Genoa,Genoa,0.542,N,0,0,Draw,3.5
330,serie-a,2016-10-16,14:00,Sassuolo vs Crotone,Sassuolo,Crotone,1.54,4.15,6.73,Sassuolo,Sassuolo,0.553,N,2,1,Sassuolo,1.54
331,serie-a,2016-10-16,19:45,Chievo vs AC Milan,Chievo,AC Milan,3.11,3.07,2.55,AC Milan,AC Milan,0.412,N,1,3,AC Milan,2.55
332,serie-a,2016-10-17,19:45,Palermo vs Torino,Palermo,Torino,4.32,3.46,1.92,Torino,Torino,0.55,N,1,4,Torino,1.92
