ID,League,Date,Time,Matchup_US_P,Visitor_Team,Home_Team,Visitor_Odd,Draw_Odd,Home_Odd,Bookies_choice,Sibyl,Confidence,Divergence_Y/N,Visi_Team_PTS,Home_Team_PTS,True_Result,Winner_Odd
313,laliga,2016-10-02,15:15,Eibar @ Real Madrid,Eibar,Real Madrid,24.33,11.06,1.1,Real Madrid,Real Madrid,0.614,N,1,1,Draw,11.06
314,ligue-1,2016-10-02,16:00,Lorient @ Nice,Lorient,Nice,5.38,3.76,1.69,Nice,Nice,0.658,N,1,2,Nice,1.69
315,premier-league,2016-10-02,16:30,Arsenal @ Burnley,Arsenal,Burnley,1.35,5.28,9.53,Arsenal,Arsenal,0.499,N,1,0,Arsenal,1.35
316,serie-a,2016-10-02,17:00,Fiorentina @ Torino,Fiorentina,Torino,3.13,3.24,2.43,Torino,Torino,0.468,N,1,2,Torino,2.43
317,serie-a,2016-10-02,17:00,Sassuolo @ AC Milan,Sassuolo,AC Milan,5.84,3.9,1.63,AC Milan,AC Milan,0.624,N,3,4,AC Milan,1.63
318,laliga,2016-10-02,17:30,Villarreal @ Espanyol,Villarreal,Espanyol,2.54,3.11,3.1,Villarreal,Villarreal,0.401,N,0,0,Draw,3.11
319,laliga,2016-10-02,17:30,Athletic Bilbao @ Malaga,Athletic Bilbao,Malaga,2.98,3.1,2.62,Malaga,Malaga,0.426,N,1,2,Malaga,2.62
320,laliga,2016-10-02,19:45,FC Barcelona @ Celta Vigo,FC Barcelona,Celta Vigo,1.43,4.85,7.57,FC Barcelona,FC Barcelona,0.467,N,3,4,Celta Vigo,7.57
321,serie-a,2016-10-02,19:45,Inter Milan @ AS Roma,Inter Milan,AS Roma,4.01,3.66,1.93,AS Roma,AS Roma,0.57,N,1,2,AS Roma,1.93
322,ligue-1,2016-10-02,19:45,Saint-Etienne @ Lyon,Saint-Etienne,Lyon,4.63,3.52,1.85,Lyon,Lyon,0.49,N,0,2,Lyon,1.85
323,serie-a,2016-10-15,14:00,AS Roma @ Napoli,AS Roma,Napoli,4.27,3.66,1.89,Napoli,Napoli,0.439,N,3,1,AS Roma,4.27
324,serie-a,2016-10-15,17:00,Sampdoria @ Pescara,Sampdoria,Pescara,2.97,3.31,2.49,Pescara,Sampdoria,0.479,Y,1,1,Draw,3.31
325,serie-a,2016-10-15,19:45,Udinese @ Juventus,Udinese,Juventus,16.36,6.85,1.2,Juventus,Juventus,0.631,N,1,2,Juventus,1.2
326,serie-a,2016-10-16,11:30,Atalanta @ Fiorentina,Atalanta,Fiorentina,5.48,3.74,1.69,Fiorentina,Fiorentina,0.444,N,0,0,Draw,3.74
327,serie-a,2016-10-16,14:00,Bologna @ Lazio Roma,Bologna,Lazio Roma,7.66,4.3,1.48,Lazio Roma,Lazio Roma,0.582,N,1,1,Draw,4.3
328,serie-a,2016-10-16,14:00,Cagliari @ Inter Milan,Cagliari,Inter Milan,9.49,5.14,1.35,Inter Milan,Inter Milan,0.508,N,2,1,Cagliari,9.49
329,serie-a,2016-10-16,14:00,Empoli @ Genoa,Empoli,Genoa,4.95,3.5,1.81,Genoa,Genoa,0.542,N,0,0,Draw,3.5
330,serie-a,2016-10-16,14:00,Crotone @ Sassuolo,Crotone,Sassuolo,6.73,4.15,1.54,Sassuolo,Sassuolo,0.553,N,1,2,Sassuolo,1.54
331,serie-a,2016-10-16,19:45,AC Milan @ Chievo,AC Milan,Chievo,2.55,3.07,3.11,AC Milan,AC Milan,0.412,N,3,1,AC Milan,2.55
332,serie-a,2016-10-17,19:45,Torino @ Palermo,Torino,Palermo,1.92,3.46,4.32,Torino,Torino,0.55,N,4,1,Torino,1.92
