Season_Yr,Visitor_Team,Home_Team,Visitor_Team_PTS,Home_Team_PTS
2014,Saint-Etienne, Paris SG,0,2
2014,Paris SG, Lorient,1,0
2014,Rennes, Marseille,1,0
2014,Nice, Bordeaux,1,1
2014,Reims, Bastia,0,2
2014,Montpellier, Nantes,1,2
2014,Evian TG, Toulouse,1,1
2014,Ajaccio, Valenciennes,3,2
2014,Sochaux, Saint-Etienne,1,3
2014,Lyon, Guingamp,1,0
2014,Lille, Monaco,1,1
2014,Paris SG, Nice,1,0
2014,Marseille, Sochaux,1,1
2014,Valenciennes, Montpellier,0,0
2014,Monaco, Evian TG,0,1
2014,Toulouse, Ajaccio,2,2
2014,Lorient, Reims,1,1
2014,Bordeaux, Nantes,0,0
2014,Bastia, Rennes,0,3
2014,Guingamp, Lille,0,1
2014,Saint-Etienne, Lyon,2,1
2014,Ajaccio, Marseille,1,3
2014,Reims, Paris SG,0,3
2014,Sochaux, Bastia,2,2
2014,Lille, Toulouse,2,1
2014,Evian TG, Lorient,1,1
2014,Montpellier, Guingamp,2,1
2014,Rennes, Bordeaux,2,2
2014,Nice, Saint-Etienne,1,1
2014,Lyon, Valenciennes,2,1
2014,Nantes, Monaco,1,3
2014,Marseille, Montpellier,3,2
2014,Valenciennes, Lille,0,1
2014,Bastia, Evian TG,1,2
2014,Lorient, Nice,2,1
2014,Bordeaux, Ajaccio,1,1
2014,Toulouse, Sochaux,0,2
2014,Monaco, Rennes,1,0
2014,Guingamp, Nantes,0,1
2014,Saint-Etienne, Reims,2,2
2014,Paris SG, Lyon,0,1
2014,Rennes, Saint-Etienne,0,0
2014,Nice, Monaco,0,1
2014,Sochaux, Reims,1,0
2014,Ajaccio, Bastia,1,2
2014,Nantes, Valenciennes,6,2
2014,Guingamp, Bordeaux,1,5
2014,Montpellier, Lorient,4,4
2014,Lille, Marseille,0,0
2014,Evian TG, Paris SG,0,1
2014,Lyon, Toulouse,0,0
2014,Marseille, Nantes,1,1
2014,Monaco, Ajaccio,4,1
2014,Reims, Nice,0,1
2014,Lorient, Rennes,1,1
2014,Toulouse, Montpellier,1,2
2014,Saint-Etienne, Evian TG,2,1
2014,Valenciennes, Guingamp,0,1
2014,Paris SG, Sochaux,1,1
2014,Bastia, Lyon,1,4
2014,Bordeaux, Lille,1,2
2014,Lille, Bastia,1,1
2014,Montpellier, Saint-Etienne,0,2
2014,Evian TG, Reims,0,1
2014,Bordeaux, Valenciennes,1,0
2014,Nantes, Toulouse,1,1
2014,Nice, Sochaux,0,2
2014,Ajaccio, Lorient,0,1
2014,Lyon, Marseille,2,4
2014,Guingamp, Monaco,1,1
2014,Rennes, Paris SG,2,1
2014,Saint-Etienne, Nantes,3,1
2014,Bastia, Montpellier,2,0
2014,Lorient, Lyon,1,0
2014,Paris SG, Lille,3,1
2014,Nice, Evian TG,0,2
2014,Marseille, Bordeaux,1,1
2014,Reims, Ajaccio,1,2
2014,Sochaux, Rennes,2,1
2014,Monaco, Valenciennes,2,1
2014,Toulouse, Guingamp,0,2
2014,Montpellier, Paris SG,0,4
2014,Evian TG, Sochaux,3,0
2014,Ajaccio, Saint-Etienne,1,3
2014,Rennes, Reims,3,1
2014,Lyon, Nice,1,0
2014,Bordeaux, Monaco,1,1
2014,Guingamp, Marseille,0,1
2014,Lille, Lorient,4,1
2014,Nantes, Bastia,0,0
2014,Valenciennes, Toulouse,1,3
